sample_id,status,original_performance,optimized_performance,param_changes,top_params
2968,success,[133.  277.   45.5],[161.48 328.34  45.79],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10523527), 'change_pct': np.float32(952.3527)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.10105403), 'change_pct': np.float32(3325.7317)}, {'param_index': np.int64(5), 'original': np.float32(0.74725276), 'optimized': np.float32(0.6506802), 'change_pct': np.float32(-12.923683)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06776082), 'change_pct': np.float32(4711.018)}, {'param_index': np.int64(12), 'original': np.float32(0.9156625), 'optimized': np.float32(0.8813434), 'change_pct': np.float32(-3.7480078)}]","[2, 0, 5, 1, 12]"
2970,success,[136. 277.  50.],[159.32  324.07   46.575],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.1024755), 'change_pct': np.float32(924.7551)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.08743785), 'change_pct': np.float32(2864.1433)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.7278284), 'change_pct': np.float32(-9.270703)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.0042789886), 'change_pct': np.float32(203.80817)}, {'param_index': np.int64(12), 'original': np.float32(0.9156625), 'optimized': np.float32(0.8896746), 'change_pct': np.float32(-2.838155)}]","[2, 0, 5, 1, 12]"
2982,success,[468. 826.  21.],[471.82       702.37        27.52833333],"[{'param_index': np.int64(2), 'original': np.float32(0.91), 'optimized': np.float32(0.84277326), 'change_pct': np.float32(-7.387557)}, {'param_index': np.int64(0), 'original': np.float32(0.6814159), 'optimized': np.float32(0.77812946), 'change_pct': np.float32(14.193027)}, {'param_index': np.int64(1), 'original': np.float32(0.5633803), 'optimized': np.float32(0.5368101), 'change_pct': np.float32(-4.7162104)}, {'param_index': np.int64(3), 'original': np.float32(0.24719104), 'optimized': np.float32(0.1569211), 'change_pct': np.float32(-36.518288)}, {'param_index': np.int64(5), 'original': np.float32(0.03296703), 'optimized': np.float32(0.024967447), 'change_pct': np.float32(-24.265408)}]","[2, 0, 1, 3, 5]"
2997,success,[133. 279.  49.],[160.94  324.86   47.335],"[{'param_index': np.int64(2), 'original': np.float32(0.0), 'optimized': np.float32(0.09686455), 'change_pct': np.float32(inf)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.10065533), 'change_pct': np.float32(3312.2158)}, {'param_index': np.int64(5), 'original': np.float32(0.85714287), 'optimized': np.float32(0.75830317), 'change_pct': np.float32(-11.531299)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.05371535), 'change_pct': np.float32(3713.7898)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.8885964), 'change_pct': np.float32(-4.2162232)}]","[2, 0, 5, 1, 12]"
3008,success,[134.  276.   46.5],[159.69 324.28  45.34],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10679938), 'change_pct': np.float32(967.99384)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.10065533), 'change_pct': np.float32(3312.2158)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.7143471), 'change_pct': np.float32(-12.154612)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.05371535), 'change_pct': np.float32(3713.7898)}, {'param_index': np.int64(12), 'original': np.float32(0.93172693), 'optimized': np.float32(0.89112455), 'change_pct': np.float32(-4.357756)}]","[2, 0, 5, 1, 12]"
3014,success,[439.  546.   21.5],[409.38  540.27   28.285],"[{'param_index': np.int64(6), 'original': np.float32(0.76363635), 'optimized': np.float32(0.8554834), 'change_pct': np.float32(12.027592)}, {'param_index': np.int64(0), 'original': np.float32(0.41002947), 'optimized': np.float32(0.47428262), 'change_pct': np.float32(15.670374)}, {'param_index': np.int64(2), 'original': np.float32(0.47), 'optimized': np.float32(0.41030362), 'change_pct': np.float32(-12.701357)}, {'param_index': np.int64(1), 'original': np.float32(0.29577464), 'optimized': np.float32(0.19759005), 'change_pct': np.float32(-33.195744)}, {'param_index': np.int64(5), 'original': np.float32(0.2967033), 'optimized': np.float32(0.20241393), 'change_pct': np.float32(-31.779013)}]","[6, 0, 2, 1, 5]"
3018,success,[474. 822.  20.],[424.09       697.15        29.04833333],"[{'param_index': np.int64(2), 'original': np.float32(0.86), 'optimized': np.float32(0.7671493), 'change_pct': np.float32(-10.796591)}, {'param_index': np.int64(0), 'original': np.float32(0.6991151), 'optimized': np.float32(0.7924697), 'change_pct': np.float32(13.35325)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.44132313), 'change_pct': np.float32(-17.542257)}, {'param_index': np.int64(3), 'original': np.float32(0.24719104), 'optimized': np.float32(0.15967081), 'change_pct': np.float32(-35.405907)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.08154991), 'change_pct': np.float32(85.52605)}]","[2, 0, 1, 3, 5]"
3020,success,[131.  273.   49.5],[159.83 326.37  45.88],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.10066754), 'change_pct': np.float32(571.1169)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.040837865), 'change_pct': np.float32(1053.6697)}, {'param_index': np.int64(5), 'original': np.float32(0.80219775), 'optimized': np.float32(0.7173665), 'change_pct': np.float32(-10.574854)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.93172693), 'optimized': np.float32(0.8738465), 'change_pct': np.float32(-6.21217)}]","[2, 0, 5, 1, 12]"
3024,success,[463.  814.   21.5],[453.2   687.02   28.295],"[{'param_index': np.int64(2), 'original': np.float32(0.88500005), 'optimized': np.float32(0.7916134), 'change_pct': np.float32(-10.552163)}, {'param_index': np.int64(0), 'original': np.float32(0.6991151), 'optimized': np.float32(0.79738545), 'change_pct': np.float32(14.056392)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.4898174), 'change_pct': np.float32(-8.481483)}, {'param_index': np.int64(3), 'original': np.float32(0.2247191), 'optimized': np.float32(0.13718763), 'change_pct': np.float32(-38.951508)}, {'param_index': np.int64(5), 'original': np.float32(0.08791209), 'optimized': np.float32(0.05574747), 'change_pct': np.float32(-36.587254)}]","[2, 0, 1, 3, 5]"
3034,success,[465.  563.   18.5],[374.78  543.67   29.985],"[{'param_index': np.int64(6), 'original': np.float32(0.6727273), 'optimized': np.float32(0.58567375), 'change_pct': np.float32(-12.940391)}, {'param_index': np.int64(2), 'original': np.float32(0.47), 'optimized': np.float32(0.5582773), 'change_pct': np.float32(18.782408)}, {'param_index': np.int64(0), 'original': np.float32(0.38643065), 'optimized': np.float32(0.4434911), 'change_pct': np.float32(14.766026)}, {'param_index': np.int64(1), 'original': np.float32(0.28169015), 'optimized': np.float32(0.18942796), 'change_pct': np.float32(-32.75308)}, {'param_index': np.int64(12), 'original': np.float32(0.35742974), 'optimized': np.float32(0.37209424), 'change_pct': np.float32(4.1027646)}]","[6, 2, 0, 1, 12]"
3054,success,[131.  288.   44.5],[161.38 326.54  44.49],"[{'param_index': np.int64(2), 'original': np.float32(0.025), 'optimized': np.float32(0.12185273), 'change_pct': np.float32(387.41092)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.10076058), 'change_pct': np.float32(3315.7837)}, {'param_index': np.int64(5), 'original': np.float32(0.75934064), 'optimized': np.float32(0.84627587), 'change_pct': np.float32(11.448777)}, {'param_index': np.int64(1), 'original': np.float32(0.0), 'optimized': np.float32(0.017416367), 'change_pct': np.float32(inf)}, {'param_index': np.int64(12), 'original': np.float32(0.92369485), 'optimized': np.float32(0.85307384), 'change_pct': np.float32(-7.6454916)}]","[2, 0, 5, 1, 12]"
3075,success,[159. 277.  49.],[174.83 326.21  47.35],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.110348165), 'change_pct': np.float32(635.6543)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.02009128), 'change_pct': np.float32(325.684)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.8994338), 'change_pct': np.float32(10.606046)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.008097197), 'change_pct': np.float32(187.45049)}, {'param_index': np.int64(12), 'original': np.float32(0.93172693), 'optimized': np.float32(0.83502), 'change_pct': np.float32(-10.37932)}]","[2, 0, 5, 1, 12]"
3076,success,[133. 282.  52.],[160.46 326.22  46.32],"[{'param_index': np.int64(2), 'original': np.float32(0.020000001), 'optimized': np.float32(0.111083284), 'change_pct': np.float32(455.41638)}, {'param_index': np.int64(0), 'original': np.float32(0.007079646), 'optimized': np.float32(0.08110005), 'change_pct': np.float32(1045.5381)}, {'param_index': np.int64(5), 'original': np.float32(0.6703297), 'optimized': np.float32(0.629985), 'change_pct': np.float32(-6.0186377)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.0940811), 'change_pct': np.float32(6579.758)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.89227265), 'change_pct': np.float32(-6.254902)}]","[2, 0, 5, 1, 12]"
3077,success,[406. 467.  22.],[355.99 429.15  28.54],"[{'param_index': np.int64(0), 'original': np.float32(0.3982301), 'optimized': np.float32(0.44113937), 'change_pct': np.float32(10.774992)}, {'param_index': np.int64(1), 'original': np.float32(0.25352114), 'optimized': np.float32(0.16635191), 'change_pct': np.float32(-34.383415)}, {'param_index': np.int64(2), 'original': np.float32(0.335), 'optimized': np.float32(0.23958257), 'change_pct': np.float32(-28.482819)}, {'param_index': np.int64(5), 'original': np.float32(0.0), 'optimized': np.float32(0.075740874), 'change_pct': np.float32(inf)}, {'param_index': np.int64(6), 'original': np.float32(0.38181818), 'optimized': np.float32(0.4419719), 'change_pct': np.float32(15.754546)}]","[0, 1, 2, 5, 6]"
3093,success,[429. 777.  21.],[489.41 673.85  26.18],"[{'param_index': np.int64(2), 'original': np.float32(0.90000004), 'optimized': np.float32(0.95498335), 'change_pct': np.float32(6.109257)}, {'param_index': np.int64(0), 'original': np.float32(0.67551625), 'optimized': np.float32(0.62291336), 'change_pct': np.float32(-7.7870646)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.46268708), 'change_pct': np.float32(-13.550572)}, {'param_index': np.int64(3), 'original': np.float32(0.3033708), 'optimized': np.float32(0.20676833), 'change_pct': np.float32(-31.843033)}, {'param_index': np.int64(5), 'original': np.float32(0.05494505), 'optimized': np.float32(0.11521645), 'change_pct': np.float32(109.69395)}]","[2, 0, 1, 3, 5]"
3113,success,[457. 567.  20.],[478.86  564.36   27.465],"[{'param_index': np.int64(2), 'original': np.float32(0.47), 'optimized': np.float32(0.54487246), 'change_pct': np.float32(15.930311)}, {'param_index': np.int64(6), 'original': np.float32(0.7090909), 'optimized': np.float32(0.7588723), 'change_pct': np.float32(7.020452)}, {'param_index': np.int64(0), 'original': np.float32(0.4277286), 'optimized': np.float32(0.3751257), 'change_pct': np.float32(-12.298193)}, {'param_index': np.int64(1), 'original': np.float32(0.30985916), 'optimized': np.float32(0.23733495), 'change_pct': np.float32(-23.405539)}, {'param_index': np.int64(5), 'original': np.float32(0.3186813), 'optimized': np.float32(0.22094405), 'change_pct': np.float32(-30.669277)}]","[2, 6, 0, 1, 5]"
3122,success,[138.  276.   47.5],[160.93  323.25   46.315],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.11037992), 'change_pct': np.float32(635.866)}, {'param_index': np.int64(0), 'original': np.float32(0.001179941), 'optimized': np.float32(0.09622975), 'change_pct': np.float32(8055.471)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.8367972), 'change_pct': np.float32(10.360214)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.00047434185), 'change_pct': np.float32(-66.32173)}, {'param_index': np.int64(12), 'original': np.float32(0.9558232), 'optimized': np.float32(0.8593158), 'change_pct': np.float32(-10.096781)}]","[2, 0, 5, 1, 12]"
3130,success,[133.  282.   45.5],[161.55  324.68   45.735],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.106286086), 'change_pct': np.float32(962.86084)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.057196327), 'change_pct': np.float32(1515.7961)}, {'param_index': np.int64(5), 'original': np.float32(0.93406594), 'optimized': np.float32(0.8422482), 'change_pct': np.float32(-9.829899)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.011393534), 'change_pct': np.float32(708.9409)}, {'param_index': np.int64(12), 'original': np.float32(0.9196787), 'optimized': np.float32(0.88633084), 'change_pct': np.float32(-3.626032)}]","[2, 0, 5, 1, 12]"
3139,success,[501.  719.   19.5],[448.63  605.96   26.635],"[{'param_index': np.int64(2), 'original': np.float32(0.725), 'optimized': np.float32(0.65487546), 'change_pct': np.float32(-9.672354)}, {'param_index': np.int64(0), 'original': np.float32(0.6519174), 'optimized': np.float32(0.6856086), 'change_pct': np.float32(5.1680207)}, {'param_index': np.int64(1), 'original': np.float32(0.35211268), 'optimized': np.float32(0.33557364), 'change_pct': np.float32(-4.697087)}, {'param_index': np.int64(6), 'original': np.float32(0.9272727), 'optimized': np.float32(0.8614902), 'change_pct': np.float32(-7.09419)}, {'param_index': np.int64(12), 'original': np.float32(0.29718876), 'optimized': np.float32(0.30864388), 'change_pct': np.float32(3.8544927)}]","[2, 0, 1, 6, 12]"
3144,success,[133. 271.  48.],[160.9   323.91   47.255],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.0017699115), 'optimized': np.float32(0.042166766), 'change_pct': np.float32(2282.4224)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.66475797), 'change_pct': np.float32(-12.329017)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8751694), 'change_pct': np.float32(-7.269293)}]","[2, 0, 5, 1, 12]"
3193,success,[139.  274.   48.5],[162.51  303.05   47.095],"[{'param_index': np.int64(2), 'original': np.float32(0.005000001), 'optimized': np.float32(0.07997541), 'change_pct': np.float32(1499.5079)}, {'param_index': np.int64(0), 'original': np.float32(0.005899705), 'optimized': np.float32(0.10220747), 'change_pct': np.float32(1632.4165)}, {'param_index': np.int64(5), 'original': np.float32(0.79120874), 'optimized': np.float32(0.8887333), 'change_pct': np.float32(12.326024)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.001444196), 'change_pct': np.float32(-48.731045)}, {'param_index': np.int64(12), 'original': np.float32(0.95180726), 'optimized': np.float32(0.8744261), 'change_pct': np.float32(-8.129916)}]","[2, 0, 5, 1, 12]"
